,country,description,designation,points,price,province,region_1,taster_name,title,variety,winery
36779,US,,,86,24.0,,,,,Chardonnay,
36784,US,,,86,39.0,,,,,Chardonnay,
36787,US,,,85,26.0,,,,,Cabernet Sauvignon,
36788,US,,,85,28.0,,,,,Pinot Noir,
36789,US,,,85,40.0,,,,,Pinot Noir,
36790,US,,,85,20.0,,,,,Cabernet Sauvignon,
36791,US,,,85,34.0,,,,,Chardonnay,
36792,France,,,85,16.0,,,,,Rosé,
36795,France,,,85,15.0,,,,,Chardonnay,
36799,US,,,85,27.0,,,,,Rosé,
36800,US,,,85,13.0,,,,,Petite Sirah,
36803,France,,,85,12.0,,,,,Merlot,
36804,France,,,85,12.0,,,,,Bordeaux-style Red Blend,
36805,France,,,85,20.0,,,,,Bordeaux-style Red Blend,
36806,US,,,85,27.0,,,,,Red Blend,
36807,US,,,85,10.0,,,,,Pinot Grigio,
36809,US,,,85,42.0,,,,,Zinfandel,
36810,US,,,85,22.0,,,,,Sauvignon Blanc,
36812,US,,,89,28.0,,,,,Pinot Noir,
36814,France,,,89,30.0,,,,,Sparkling Blend,
36815,France,,,89,17.0,,,,,Sparkling Blend,
36816,US,,,89,28.0,,,,,Syrah,
36820,France,,,89,49.0,,,,,Champagne Blend,
36822,US,,,89,19.0,,,,,Pinot Noir,
36824,US,,,89,18.0,,,,,Rosé,
36827,US,,,89,30.0,,,,,Grenache,
36828,US,,,89,42.0,,,,,Chardonnay,
36829,France,,,89,63.0,,,,,Champagne Blend,
36833,US,,,89,45.0,,,,,Chardonnay,
36834,US,,,89,25.0,,,,,Cabernet Franc,
36836,US,,,89,22.0,,,,,Sangiovese,
36837,France,,,89,80.0,,,,,Champagne Blend,
36840,US,,,89,38.0,,,,,Syrah,
36845,US,,,86,15.0,,,,,Riesling,
36847,US,,,86,25.0,,,,,Chardonnay,
36848,US,,,86,25.0,,,,,Bordeaux-style Red Blend,
36851,US,,,86,12.0,,,,,Riesling,
36852,US,,,86,32.0,,,,,Syrah,
36856,US,,,86,17.0,,,,,Cabernet Sauvignon,
36857,US,,,86,35.0,,,,,Red Blend,
36858,US,,,86,12.0,,,,,Pinot Noir,
36859,US,,,86,36.0,,,,,Bordeaux-style Red Blend,
36865,US,,,87,46.0,,,,,Syrah,
36867,France,,,87,10.0,,,,,Melon,
36868,France,,,87,11.0,,,,,Melon,
36869,France,,,87,12.0,,,,,Sparkling Blend,
36877,US,,,87,28.0,,,,,Pinot Noir,
36878,US,,,87,22.0,,,,,Riesling,
36879,US,,,87,26.0,,,,,Meritage,
36880,US,,,87,23.0,,,,,Merlot,
36882,US,,,87,49.0,,,,,Red Blend,
36883,US,,,87,27.0,,,,,Chardonnay,
36884,US,,,87,40.0,,,,,Syrah,
36886,France,,,87,13.0,,,,,Sauvignon Blanc,
36887,US,,,87,35.0,,,,,Chardonnay,
36888,US,,,87,10.0,,,,,Pinot Noir,
36889,US,,,87,17.0,,,,,Rosé,
36890,US,,,87,28.0,,,,,Petite Sirah,
36891,US,,,87,50.0,,,,,Cabernet Sauvignon,
36892,US,,,87,40.0,,,,,Pinot Noir,
36893,US,,,87,19.0,,,,,Sauvignon Blanc,
36896,France,,,88,84.0,,,,,Champagne Blend,
36897,US,,,88,32.0,,,,,Pinot Noir,
36905,France,,,88,49.0,,,,,Champagne Blend,
36906,France,,,88,20.0,,,,,Pinot Noir,
36907,France,,,88,20.0,,,,,Bordeaux-style Red Blend,
36908,France,,,88,25.0,,,,,Bordeaux-style Red Blend,
36909,France,,,88,15.0,,,,,Bordeaux-style Red Blend,
36912,France,,,88,18.0,,,,,Bordeaux-style Red Blend,
36913,US,,,88,32.0,,,,,Cabernet Sauvignon,
36916,France,,,88,46.0,,,,,Champagne Blend,
36917,US,,,88,53.0,,,,,Pinot Noir,
36919,US,,,88,38.0,,,,,Pinot Noir,
36924,US,,,94,45.0,,,,,Pinot Noir,
36927,US,,,94,70.0,,,,,Syrah,
36929,US,,,94,75.0,,,,,Cabernet Sauvignon,
36930,US,,,94,65.0,,,,,Cabernet Sauvignon,
36931,US,,,94,75.0,,,,,Pinot Noir,
36933,US,,,94,120.0,,,,,Pinot Noir,
36935,US,,,94,44.0,,,,,Pinot Noir,
36936,US,,,94,50.0,,,,,Cabernet Sauvignon,
36937,US,,,94,65.0,,,,,Chardonnay,
36938,US,,,94,40.0,,,,,Chardonnay,
36941,US,,,94,75.0,,,,,Pinot Noir,
36942,US,,,93,28.0,,,,,Rhône-style Red Blend,
36946,France,,,93,55.0,,,,,Bordeaux-style Red Blend,
36948,US,,,93,35.0,,,,,Pinot Noir,
36949,US,,,93,88.0,,,,,Pinot Noir,
36950,US,,,93,70.0,,,,,Chardonnay,
36953,France,,,93,391.0,,,,,Syrah,
36955,France,,,88,20.0,,,,,Pinot Gris,
36956,US,,,88,45.0,,,,,Negrette,
36958,US,,,88,31.0,,,,,Zinfandel,
36959,France,,,88,38.0,,,,,Pinot Gris,
36960,France,,,88,49.0,,,,,Pinot Gris,
36963,US,,,88,34.0,,,,,G-S-M,
36965,US,,,88,35.0,,,,,Zinfandel,
36966,US,,,88,30.0,,,,,Red Blend,
36967,US,,,88,40.0,,,,,Grenache,
36968,US,,,88,28.0,,,,,Pinot Noir,
36971,US,,,88,31.0,,,,,Zinfandel,
36974,US,,,88,22.0,,,,,Cabernet Franc,
36980,US,,,88,37.0,,,,,Cabernet Sauvignon,
36981,US,,,88,85.0,,,,,Bordeaux-style Red Blend,
36982,US,,,88,28.0,,,,,Gewürztraminer,
36985,US,,,93,35.0,,,,,Syrah,
36990,US,,,92,48.0,,,,,Pinot Noir,
36991,US,,,92,32.0,,,,,Chardonnay,
36992,US,,,92,70.0,,,,,Cabernet Sauvignon,
36993,US,,,92,54.0,,,,,Cabernet Blend,
36995,US,,,92,60.0,,,,,Pinot Noir,
36996,US,,,92,30.0,,,,,Zinfandel,
36997,US,,,92,45.0,,,,,Pinot Noir,
36998,US,,,92,23.0,,,,,Chardonnay,
36999,US,,,92,45.0,,,,,Cabernet Sauvignon,
37001,US,,,92,45.0,,,,,Red Blend,
37003,US,,,92,50.0,,,,,Pinot Noir,
37004,US,,,92,35.0,,,,,Pinot Noir,
37005,US,,,92,17.0,,,,,Muscat,
37007,US,,,92,40.0,,,,,Petite Sirah,
37009,US,,,92,33.0,,,,,Port,
37010,US,,,92,25.0,,,,,Zinfandel,
37014,France,,,93,56.0,,,,,Rhône-style Red Blend,
37015,US,,,93,85.0,,,,,Pinot Noir,
37016,US,,,93,85.0,,,,,Pinot Noir,
37017,US,,,93,44.0,,,,,Syrah,
37020,US,,,93,21.0,,,,,Tempranillo,
37021,US,,,93,80.0,,,,,Pinot Noir,
37024,France,,,93,115.0,,,,,Bordeaux-style Red Blend,
37027,France,,,92,44.0,,,,,Rhône-style Red Blend,
37030,France,,,92,68.0,,,,,Rhône-style Red Blend,
37033,US,,,92,60.0,,,,,Petit Verdot,
37034,US,,,92,70.0,,,,,Cabernet Sauvignon,
37035,US,,,92,125.0,,,,,Cabernet Sauvignon,
37037,US,,,92,40.0,,,,,Syrah,
37038,US,,,92,48.0,,,,,Red Blend,
37042,France,,,92,38.0,,,,,Bordeaux-style Red Blend,
37044,US,,,85,20.0,,,,,Merlot,
37045,US,,,85,30.0,,,,,Pinot Noir,
37046,US,,,85,20.0,,,,,Syrah,
37049,US,,,85,75.0,,,,,Cabernet Sauvignon,
37051,US,,,85,20.0,,,,,Merlot,
37054,US,,,85,23.0,,,,,Syrah,
37055,US,,,85,18.0,,,,,Red Blend,
37059,France,,,85,11.0,,,,,Red Blend,
37060,US,,,85,11.0,,,,,Zinfandel,
37061,France,,,85,12.0,,,,,Chardonnay,
37063,France,,,88,17.0,,,,,Bordeaux-style Red Blend,
37065,France,,,88,25.0,,,,,Red Blend,
37071,US,,,88,14.0,,,,,Syrah,
37073,France,,,88,22.0,,,,,Bordeaux-style Red Blend,
37075,US,,,88,35.0,,,,,Chardonnay,
37077,US,,,88,33.0,,,,,Chardonnay,
37081,US,,,88,17.0,,,,,Pinot Gris,
37083,France,,,87,20.0,,,,,Malbec,
37084,US,,,87,10.0,,,,,Chardonnay,
37090,US,,,87,15.0,,,,,Zinfandel,
37091,US,,,87,30.0,,,,,Viognier,
37092,US,,,87,16.0,,,,,Riesling,
37095,US,,,87,40.0,,,,,Chardonnay,
37096,US,,,87,16.0,,,,,Riesling,
37098,US,,,87,42.0,,,,,Primitivo,
37100,US,,,87,12.0,,,,,Sauvignon Blanc,
37101,France,,,87,27.0,,,,,Aligoté,
37105,US,,,87,35.0,,,,,Zinfandel,
37108,US,,,87,25.0,,,,,G-S-M,
37111,US,,,87,25.0,,,,,Chardonnay,
37112,US,,,91,25.0,,,,,Syrah,
37114,US,,,91,28.0,,,,,Grenache,
37115,US,,,91,60.0,,,,,Cabernet Sauvignon,
37116,US,,,91,28.0,,,,,Riesling,
37117,US,,,91,54.0,,,,,Syrah,
37118,US,,,91,32.0,,,,,Cabernet Franc,
37119,US,,,91,36.0,,,,,Bordeaux-style Red Blend,
37120,US,,,91,50.0,,,,,Bordeaux-style Red Blend,
37121,US,,,91,58.0,,,,,Syrah,
37122,US,,,91,30.0,,,,,Rhône-style White Blend,
37125,US,,,91,66.0,,,,,Chardonnay,
37126,US,,,91,32.0,,,,,Cabernet Sauvignon,
37129,US,,,91,48.0,,,,,Mourvèdre,
37130,US,,,91,25.0,,,,,Cabernet Sauvignon,
37131,US,,,91,60.0,,,,,Merlot,
37132,US,,,91,54.0,,,,,Pinot Noir,
37133,US,,,91,48.0,,,,,Chardonnay,
37134,US,,,91,51.0,,,,,Carmenère,
37136,US,,,91,20.0,,,,,Chardonnay,
37137,US,,,91,50.0,,,,,Syrah,
37141,US,,,91,35.0,,,,,Rhône-style Red Blend,
37142,France,,,85,12.0,,,,,Bordeaux-style Red Blend,
37143,France,,,85,13.0,,,,,Bordeaux-style Red Blend,
37145,US,,,85,20.0,,,,,Sauvignon Blanc,
37146,US,,,85,35.0,,,,,Chambourcin,
37148,US,,,85,35.0,,,,,Cabernet Sauvignon,
37149,France,,,85,18.0,,,,,Bordeaux-style Red Blend,
37152,US,,,85,10.0,,,,,Chardonnay,
37153,US,,,85,40.0,,,,,Rhône-style White Blend,
37154,US,,,85,15.0,,,,,Primitivo,
37155,US,,,85,15.0,,,,,Rosé,
37157,US,,,85,27.0,,,,,Riesling,
37159,US,,,85,18.0,,,,,Sauvignon Blanc,
37162,France,,,85,30.0,,,,,Bordeaux-style Red Blend,
37163,France,,,85,10.0,,,,,Bordeaux-style Red Blend,
37164,France,,,85,20.0,,,,,Bordeaux-style Red Blend,
37165,France,,,85,19.0,,,,,Bordeaux-style Red Blend,
37166,France,,,85,14.0,,,,,Bordeaux-style Red Blend,
37167,France,,,85,15.0,,,,,Bordeaux-style White Blend,
37168,France,,,85,14.0,,,,,Bordeaux-style White Blend,
37170,France,,,85,38.0,,,,,Bordeaux-style White Blend,
37173,US,,,91,49.0,,,,,Bordeaux-style Red Blend,
37174,US,,,91,55.0,,,,,Pinot Noir,
37175,US,,,91,32.0,,,,,Chardonnay,
37176,US,,,91,135.0,,,,,Cabernet Sauvignon,
37177,France,,,91,12.0,,,,,Bordeaux-style Red Blend,
37178,France,,,91,14.0,,,,,Bordeaux-style White Blend,
37179,US,,,91,16.0,,,,,Sauvignon Blanc,
37180,US,,,91,60.0,,,,,Pinot Noir,
37181,US,,,91,34.0,,,,,Chardonnay,
37186,US,,,91,25.0,,,,,Roussanne,
37187,US,,,91,50.0,,,,,Pinot Noir,
37188,US,,,91,29.0,,,,,Chardonnay,
37189,US,,,90,19.0,,,,,Riesling,
37190,US,,,90,50.0,,,,,Pinot Noir,
37193,US,,,88,37.0,,,,,Bordeaux-style Red Blend,
37194,US,,,88,28.0,,,,,Pinot Blanc,
37195,France,,,88,15.0,,,,,White Blend,
37196,US,,,88,20.0,,,,,Rosé,
37198,US,,,88,35.0,,,,,Petite Sirah,
37199,US,,,88,24.0,,,,,Malbec,
37200,US,,,88,45.0,,,,,Syrah,
37201,US,,,88,20.0,,,,,Riesling,
37202,US,,,88,20.0,,,,,Viognier,
37205,US,,,88,17.0,,,,,White Blend,
37206,US,,,88,18.0,,,,,Sauvignon Blanc,
37211,US,,,88,45.0,,,,,Syrah,
37215,US,,,88,25.0,,,,,Rosé,
37216,US,,,88,15.0,,,,,Cabernet Sauvignon,
37217,US,,,88,18.0,,,,,Grenache,
37218,US,,,88,26.0,,,,,Roussanne,
37219,US,,,88,44.0,,,,,Syrah,
37220,US,,,88,38.0,,,,,Cabernet Sauvignon,
37221,US,,,88,15.0,,,,,Rosé,
37222,US,,,90,35.0,,,,,Red Blend,
37223,US,,,90,18.0,,,,,Sauvignon Blanc,
37224,US,,,90,65.0,,,,,Cabernet Sauvignon,
37226,US,,,90,24.0,,,,,Pinot Gris,
37229,US,,,90,25.0,,,,,Chardonnay,
37230,US,,,90,35.0,,,,,Chardonnay,
37231,France,,,90,21.0,,,,,White Blend,
37233,US,,,90,24.0,,,,,Merlot,
37234,US,,,90,25.0,,,,,Cabernet Sauvignon,
37235,US,,,90,42.0,,,,,Bordeaux-style Red Blend,
37238,US,,,90,37.0,,,,,Champagne Blend,
37239,US,,,90,40.0,,,,,Syrah,
37240,US,,,90,34.0,,,,,Grenache,
37242,US,,,90,35.0,,,,,Grenache,
37244,US,,,90,55.0,,,,,Zinfandel,
37246,US,,,90,30.0,,,,,Torrontés,
37247,France,,,90,20.0,,,,,Riesling,
37248,US,,,88,21.0,,,,,Riesling,
37251,France,,,88,18.0,,,,,Gamay,
37252,US,,,88,25.0,,,,,Merlot,
37253,US,,,88,29.0,,,,,Albariño,
37254,US,,,88,12.0,,,,,Symphony,
37255,US,,,88,45.0,,,,,Cabernet Sauvignon,
37256,US,,,88,26.0,,,,,White Blend,
37259,US,,,88,23.0,,,,,Gewürztraminer,
37260,US,,,88,10.0,,,,,Merlot,
37262,US,,,88,11.0,,,,,Red Blend,
37263,US,,,88,29.0,,,,,Mourvèdre,
37266,France,,,88,18.0,,,,,Gros and Petit Manseng,
37267,France,,,88,20.0,,,,,Chardonnay,
37268,France,,,88,16.0,,,,,Gamay,
37269,US,,,88,39.0,,,,,Grenache,
37270,France,,,88,13.0,,,,,Gamay,
37272,US,,,88,25.0,,,,,Chardonnay,
37273,US,,,88,19.0,,,,,Pinot Grigio,
37275,US,,,88,30.0,,,,,Merlot,
37276,US,,,88,18.0,,,,,Riesling,
37277,US,,,88,19.0,,,,,Zinfandel,
37279,US,,,91,50.0,,,,,Pinot Noir,
37280,US,,,91,24.0,,,,,Viognier,
37281,US,,,91,150.0,,,,,Pinot Noir,
37282,US,,,91,18.0,,,,,Gewürztraminer,
37283,France,,,91,31.0,,,,,Pinot Gris,
37285,US,,,91,30.0,,,,,Zinfandel,
37286,US,,,91,78.0,,,,,Cabernet Sauvignon,
37287,France,,,91,15.0,,,,,Bordeaux-style White Blend,
37288,US,,,91,58.0,,,,,Cabernet Sauvignon,
37289,US,,,91,55.0,,,,,Bordeaux-style Red Blend,
37292,US,,,91,25.0,,,,,Cinsault,
37294,France,,,91,36.0,,,,,Cabernet Franc,
37295,US,,,91,40.0,,,,,Malbec,
37298,France,,,91,33.0,,,,,Riesling,
37299,France,,,91,18.0,,,,,Pinot Gris,
37300,France,,,91,30.0,,,,,Riesling,
37301,France,,,91,23.0,,,,,Gewürztraminer,
37303,US,,,91,35.0,,,,,Red Blend,
37304,US,,,91,50.0,,,,,Chardonnay,
37305,US,,,91,35.0,,,,,Chardonnay,
37306,US,,,91,38.0,,,,,Zinfandel,
37307,France,,,91,20.0,,,,,Pinot Gris,
37310,France,,,86,12.0,,,,,Malbec,
37312,US,,,85,13.0,,,,,Sauvignon Blanc,
37319,US,,,85,34.0,,,,,Red Blend,
37322,US,,,85,15.0,,,,,Red Blend,
37326,US,,,85,18.0,,,,,Zinfandel,
37327,US,,,85,35.0,,,,,Bordeaux-style Red Blend,
37329,US,,,90,40.0,,,,,Pinot Noir,
37331,US,,,90,28.0,,,,,Malbec,
37333,US,,,90,17.0,,,,,Chardonnay,
37334,US,,,90,16.0,,,,,Chardonnay,
37335,US,,,90,21.0,,,,,Cabernet Franc,
37337,US,,,90,12.0,,,,,Rosé,
37338,France,,,90,36.0,,,,,Chardonnay,
37339,France,,,90,50.0,,,,,Rhône-style White Blend,
37340,US,,,90,22.0,,,,,Cabernet Sauvignon,
37341,France,,,90,25.0,,,,,Chardonnay,
37343,France,,,90,27.0,,,,,Pinot Noir,
37344,US,,,90,75.0,,,,,Pinot Noir,
37348,US,,,90,52.0,,,,,Cabernet Sauvignon-Merlot,
37349,US,,,90,15.0,,,,,Chenin Blanc,
37350,US,,,90,80.0,,,,,Cabernet Sauvignon,
37351,US,,,90,20.0,,,,,Chardonnay,
37352,US,,,90,28.0,,,,,Chardonnay,
37353,US,,,90,18.0,,,,,Cabernet Franc,
37354,France,,,90,130.0,,,,,Syrah,
37357,US,,,94,38.0,,,,,Chardonnay,
37358,US,,,94,32.0,,,,,Chardonnay,
37362,US,,,94,65.0,,,,,Pinot Noir,
37363,US,,,94,60.0,,,,,Pinot Noir,
37364,US,,,94,36.0,,,,,Rhône-style Red Blend,
37365,US,,,94,55.0,,,,,Pinot Noir,
37366,US,,,94,54.0,,,,,Syrah,
37372,US,,,94,65.0,,,,,Pinot Noir,
37373,US,,,94,50.0,,,,,Chardonnay,
37374,US,,,94,42.0,,,,,Cabernet Sauvignon,
37375,US,,,94,50.0,,,,,Merlot,
37378,US,,,94,55.0,,,,,Syrah,
37379,US,,,88,70.0,,,,,Tempranillo,
37380,France,,,88,24.0,,,,,Rosé,
37381,France,,,88,15.0,,,,,Rosé,
37382,France,,,88,25.0,,,,,Rosé,
37383,France,,,88,14.0,,,,,Bordeaux-style Red Blend,
37385,US,,,88,26.0,,,,,Sauvignon Blanc,
37387,US,,,88,40.0,,,,,Grenache,
37388,US,,,88,47.0,,,,,Rhône-style Red Blend,
37389,France,,,88,17.0,,,,,Rosé,
37390,France,,,88,19.0,,,,,Red Blend,
37391,France,,,88,17.0,,,,,Rosé,
37392,France,,,88,20.0,,,,,Rosé,
37394,US,,,88,35.0,,,,,Cabernet Sauvignon,
37395,US,,,88,35.0,,,,,Syrah,
37396,US,,,88,12.0,,,,,Pinot Grigio,
37397,US,,,88,19.0,,,,,Pinot Noir,
37400,US,,,88,32.0,,,,,Petite Sirah,
37402,US,,,88,34.0,,,,,Chardonnay,
37403,US,,,88,45.0,,,,,Bordeaux-style Red Blend,
37404,US,,,88,48.0,,,,,Pinot Noir,
37405,US,,,88,35.0,,,,,Pinot Noir,
37407,US,,,88,25.0,,,,,Chardonnay,
37408,US,,,88,19.0,,,,,Malbec,
37409,US,,,90,24.0,,,,,Pinot Gris,
37410,US,,,90,10.0,,,,,Zinfandel,
37412,US,,,90,60.0,,,,,Cabernet Sauvignon,
37414,France,,,90,17.0,,,,,Rosé,
37419,France,,,90,46.0,,,,,White Blend,
37420,France,,,90,12.0,,,,,Rosé,
37421,US,,,90,20.0,,,,,Riesling,
37423,US,,,90,15.0,,,,,Pinot Gris,
37424,US,,,90,38.0,,,,,Cabernet Sauvignon,
37425,US,,,90,35.0,,,,,Pinot Noir,
37426,US,,,90,42.0,,,,,Chardonnay,
37427,US,,,90,55.0,,,,,Bordeaux-style Red Blend,
37428,US,,,90,38.0,,,,,Barbera,
37430,US,,,90,25.0,,,,,Blaufränkisch,
37431,US,,,90,60.0,,,,,Pinot Noir,
37433,France,,,90,20.0,,,,,Rosé,
37434,France,,,90,26.0,,,,,White Blend,
37435,France,,,90,20.0,,,,,Rosé,
37436,France,,,90,20.0,,,,,Rosé,
37437,France,,,90,25.0,,,,,Rosé,
37440,France,,,91,33.0,,,,,Pinot Noir,
37441,US,,,91,35.0,,,,,Syrah,
37444,US,,,91,29.0,,,,,Cabernet Sauvignon,
37445,US,,,91,46.0,,,,,Merlot,
37446,France,,,91,79.0,,,,,Pinot Noir,
37454,US,,,90,40.0,,,,,Cabernet Sauvignon,
37455,US,,,90,18.0,,,,,Viognier,
37457,US,,,90,42.0,,,,,Merlot,
37458,US,,,90,16.0,,,,,Riesling,
37460,US,,,90,38.0,,,,,Cabernet Sauvignon,
37462,US,,,90,18.0,,,,,Red Blend,
37465,US,,,90,40.0,,,,,Chardonnay,
37468,France,,,86,33.0,,,,,Bordeaux-style Red Blend,
37470,France,,,86,45.0,,,,,Bordeaux-style Red Blend,
37472,US,,,86,25.0,,,,,Cabernet Sauvignon,
37476,US,,,86,25.0,,,,,Cabernet Sauvignon,
37477,US,,,86,26.0,,,,,Riesling,
37478,US,,,86,15.0,,,,,Rosé,
37482,US,,,86,17.0,,,,,Cabernet Sauvignon,
37484,US,,,86,30.0,,,,,Chardonnay,
37486,US,,,86,50.0,,,,,Chardonnay,
37489,France,,,86,40.0,,,,,Bordeaux-style Red Blend,
37490,France,,,86,20.0,,,,,Bordeaux-style Red Blend,
37491,France,,,86,70.0,,,,,Bordeaux-style Red Blend,
37493,US,,,86,34.0,,,,,Cabernet Sauvignon,
37494,US,,,86,30.0,,,,,Merlot,
37496,France,,,93,120.0,,,,,Rhône-style White Blend,
37497,France,,,93,100.0,,,,,Pinot Noir,
37498,France,,,93,100.0,,,,,Viognier,
37499,France,,,93,100.0,,,,,Rhône-style Red Blend,
37500,France,,,93,110.0,,,,,Chardonnay,
37501,France,,,93,85.0,,,,,Pinot Noir,
37502,France,,,93,50.0,,,,,Pinot Noir,
37503,France,,,93,280.0,,,,,Pinot Noir,
37507,France,,,93,80.0,,,,,Chardonnay,
37509,US,,,93,82.0,,,,,Pinot Noir,
37511,France,,,93,105.0,,,,,Chardonnay,
37512,France,,,93,391.0,,,,,Pinot Noir,
37513,France,,,93,108.0,,,,,Rhône-style White Blend,
37514,France,,,93,43.0,,,,,Rhône-style Red Blend,
37515,France,,,93,70.0,,,,,Chardonnay,
37516,France,,,93,280.0,,,,,Pinot Noir,
37517,France,,,93,60.0,,,,,Pinot Noir,
37518,US,,,93,28.0,,,,,Zinfandel,
37519,US,,,88,10.0,,,,,Sauvignon Blanc,
37520,France,,,88,30.0,,,,,Rosé,
37521,France,,,88,30.0,,,,,Vermentino,
37522,France,,,88,21.0,,,,,Sciaccerellu,
37523,US,,,88,20.0,,,,,Cabernet Sauvignon,
37524,US,,,88,35.0,,,,,Teroldego,
37525,US,,,88,20.0,,,,,Syrah,
37526,France,,,88,16.0,,,,,Jacquère,
37527,US,,,88,17.0,,,,,Cabernet Franc,
37528,US,,,88,60.0,,,,,Cabernet Sauvignon,
37529,US,,,88,25.0,,,,,Cabernet Sauvignon,
37530,US,,,88,44.0,,,,,Grenache,
37532,US,,,88,40.0,,,,,Pinot Noir,
37534,US,,,88,24.0,,,,,Syrah,
37535,US,,,88,27.0,,,,,Cabernet Franc,
37536,US,,,88,30.0,,,,,Sangiovese,
37537,US,,,88,15.0,,,,,Cabernet Sauvignon,
37538,France,,,88,16.0,,,,,Jacquère,
37540,US,,,88,30.0,,,,,Grenache,
37542,US,,,88,16.0,,,,,Riesling,
37544,US,,,88,12.0,,,,,Syrah,
37545,US,,,88,35.0,,,,,Syrah,
37546,France,,,88,20.0,,,,,Chenin Blanc,
37547,France,,,88,42.0,,,,,Chardonnay,
37548,US,,,89,45.0,,,,,Pinot Noir,
37550,US,,,89,14.0,,,,,Cabernet Sauvignon,
37556,US,,,89,35.0,,,,,Grenache,
37558,US,,,88,34.0,,,,,Petite Sirah,
37562,US,,,88,24.0,,,,,Merlot,
37564,US,,,88,26.0,,,,,Red Blend,
37565,US,,,88,35.0,,,,,Meritage,
37567,US,,,88,15.0,,,,,Chardonnay,
37568,US,,,88,35.0,,,,,Syrah,
37569,US,,,88,22.0,,,,,Chardonnay,
37571,US,,,88,45.0,,,,,Syrah,
37572,US,,,88,19.0,,,,,Pinot Noir,
37573,US,,,88,20.0,,,,,Syrah,
37575,US,,,88,18.0,,,,,White Blend,
37577,US,,,88,30.0,,,,,Pinot Blanc,
37578,US,,,87,12.0,,,,,Chenin Blanc,
37579,US,,,87,21.0,,,,,Zinfandel,
37580,US,,,87,25.0,,,,,Pinot Noir,
37582,US,,,87,19.0,,,,,Cabernet Franc,
37583,France,,,87,22.0,,,,,Gamay,
37584,US,,,87,12.0,,,,,Pinot Grigio,
37589,US,,,87,21.0,,,,,Red Blend,
37592,US,,,87,20.0,,,,,Bordeaux-style Red Blend,
37593,US,,,87,15.0,,,,,Riesling,
37594,US,,,87,26.0,,,,,Zinfandel,
37596,US,,,87,16.0,,,,,Riesling,
37597,US,,,87,16.0,,,,,Cabernet Sauvignon,
37601,US,,,87,25.0,,,,,Gewürztraminer,
37603,US,,,87,28.0,,,,,Merlot,
37604,US,,,87,106.0,,,,,Cabernet Sauvignon,
37607,France,,,87,12.0,,,,,Malbec,
37608,US,,,87,18.0,,,,,Red Blend,
37610,US,,,87,14.0,,,,,Red Blend,
37611,US,,,87,28.0,,,,,Sauvignon Blanc,
37612,US,,,87,22.0,,,,,Merlot,
37614,US,,,87,24.0,,,,,Merlot,
37615,US,,,87,20.0,,,,,Bordeaux-style Red Blend,
37616,France,,,87,45.0,,,,,Chardonnay,
37617,US,,,87,20.0,,,,,Cabernet-Syrah,
37618,US,,,87,36.0,,,,,Zinfandel,
37619,US,,,87,30.0,,,,,Cabernet Sauvignon,
37620,US,,,87,32.0,,,,,Rhône-style White Blend,
37621,US,,,87,29.0,,,,,Red Blend,
37627,US,,,87,16.0,,,,,Syrah,
37628,US,,,87,22.0,,,,,Merlot,
37629,France,,,87,80.0,,,,,Champagne Blend,
37631,US,,,88,29.0,,,,,Bordeaux-style Red Blend,
37635,US,,,88,39.0,,,,,Cabernet Sauvignon,
37636,US,,,88,28.0,,,,,Sangiovese,
37637,France,,,88,15.0,,,,,Bordeaux-style Red Blend,
37638,France,,,88,12.0,,,,,Rhône-style White Blend,
37641,France,,,87,10.0,,,,,Bordeaux-style White Blend,
37642,US,,,87,45.0,,,,,Cabernet Sauvignon,
37646,France,,,87,34.0,,,,,Bordeaux-style Red Blend,
37647,US,,,94,38.0,,,,,Chardonnay,
37648,US,,,94,75.0,,,,,Pinot Noir,
37651,US,,,94,25.0,,,,,Rhône-style White Blend,
37652,US,,,94,65.0,,,,,Pinot Noir,
37654,US,,,93,55.0,,,,,Cabernet Sauvignon,
37656,US,,,93,55.0,,,,,Pinot Noir,
37657,US,,,93,52.0,,,,,Pinot Noir,
37658,US,,,93,38.0,,,,,Chardonnay,
37659,US,,,93,48.0,,,,,Chardonnay,
37660,US,,,93,39.0,,,,,Cabernet Sauvignon,
37661,US,,,93,50.0,,,,,Pinot Noir,
37662,US,,,93,25.0,,,,,Chardonnay,
37663,US,,,92,20.0,,,,,Roussanne,
37666,US,,,92,45.0,,,,,Red Blend,
37667,US,,,92,25.0,,,,,Cabernet Sauvignon,
37668,US,,,92,42.0,,,,,Pinot Noir,
37669,US,,,92,55.0,,,,,Pinot Noir,
37671,US,,,84,38.0,,,,,Syrah,
37672,US,,,84,28.0,,,,,Teroldego,
37674,US,,,84,26.0,,,,,Red Blend,
37677,US,,,84,26.0,,,,,Cabernet Sauvignon,
37678,US,,,84,11.0,,,,,Sauvignon Blanc,
37682,US,,,84,35.0,,,,,Tempranillo,
37683,France,,,84,22.0,,,,,Pinot Noir,
37684,US,,,84,10.0,,,,,Red Blend,
37688,US,,,84,18.0,,,,,Chardonnay,
37689,US,,,84,25.0,,,,,Pinot Noir,
37692,US,,,84,11.0,,,,,Red Blend,
37693,US,,,84,11.0,,,,,Rosé,
37694,US,,,84,36.0,,,,,Bordeaux-style White Blend,
37696,US,,,85,11.0,,,,,Cabernet Sauvignon,
